epoch,TRA,DET,LNK
0,0.990589206444895,0.9944138473642801,0.9648363000635728
1,0.9984141228695128,0.9997246262785209,0.9895899554990464
2,0.998350756288705,0.9996066089693155,0.9898945751218479
3,0.9985545569134652,0.9996459480723839,0.9912057639330366
4,0.9987617827588097,0.9995279307631786,0.9936029879211697
5,0.9989553077218173,0.9995279307631786,0.9950995973723247
6,0.9984124102592207,0.9989771833202203,0.9946095571095571
7,0.9991248561407354,0.9996066089693155,0.9958810129264675
8,0.9987497944867649,0.9993705743509048,0.9945698241152786
9,0.9985031786047022,0.9992525570416995,0.9934573002754821
10,0.9988474132734148,0.9996066089693155,0.9937354312354313
11,0.9985802460678468,0.9994099134539732,0.9929937486755669
12,0.9985579821340494,0.9994099134539732,0.992821572367027
13,0.9980698882008001,0.999213217938631,0.9903713710531893
14,0.9985768208472625,0.9994885916601102,0.9924374867556686
15,0.9981966213624157,0.9992918961447679,0.9908216783216783
16,0.9986110730531046,0.9994885916601102,0.9927023733841915
17,0.9982257357373815,0.9993705743509048,0.9905170586988769
18,0.9983028032005261,0.999213217938631,0.9921726001271456
19,0.9986453252589467,0.9996066089693155,0.9921726001271456
20,0.9980219351126213,0.9992525570416995,0.9897356431447341
21,0.9983404806269524,0.9993312352478364,0.9916693155329519
22,0.9978266975393215,0.9993312352478364,0.987696016105107
23,0.9976520112895271,0.9989378442171518,0.9889939605848697
24,0.9981452430536527,0.9993312352478364,0.9901594617503708
25,0.9975903573190114,0.9990952006294257,0.9874576181394363
26,0.9981966213624157,0.9994099134539732,0.9900270184361093
27,0.9978900641201294,0.9991345397324941,0.9895104895104895
28,0.9977992957746479,0.9990952006294257,0.9890734265734266
29,0.997934591987724,0.9989771833202203,0.9909143886416614
30,0.9980784512522607,0.9992918961447679,0.989907819453274
31,0.9980887269140133,0.9992525570416995,0.9902521720703539
32,0.9978883515098372,0.9992918961447679,0.9884376986649714
33,0.9983473310681208,0.9994099134539732,0.9911925196016105
34,0.99710055077547,0.9986231313926043,0.9868483788938335
35,0.9986110730531046,0.9994885916601102,0.9927023733841915
36,0.997550967282293,0.9989378442171518,0.9882125450307269
37,0.9974704745985642,0.998859166011015,0.9881198347107438
38,0.9973865566942511,0.9989378442171518,0.9869410892138165
