epoch,TRA,DET,LNK
0,0.9925552830602291,0.9961447678992918,0.9683857808857809
1,0.9978763632377925,0.9997639653815893,0.9851663488027125
2,0.9983267797446156,0.9998033044846577,0.9883847213392668
3,0.9986658765824519,0.9998426435877262,0.9907422123331214
4,0.9988182988984491,0.9997639653815893,0.9924507310870947
5,0.9989210555159752,0.9997246262785209,0.9935102776011867
6,0.9987549323176412,0.9996066089693155,0.9930202373384192
7,0.9988594015454595,0.9997639653815893,0.9927685950413223
8,0.9987703458102701,0.9996459480723839,0.9928745496927315
9,0.9986350495971941,0.9995279307631786,0.9926229073956346
10,0.9985254425384995,0.9996066089693155,0.9912454969273151
11,0.9982651257740999,0.9995279307631786,0.9897621318075863
12,0.997451635885351,0.9985837922895358,0.9898283534647171
13,0.9972409848194224,0.9990165224232888,0.9852855477855478
14,0.9970731490107962,0.9990558615263572,0.9837227166772622
15,0.9974910259220694,0.9993312352478364,0.9851001271455817
16,0.9978386858113663,0.9992525570416995,0.988318499682136
17,0.9977975831643557,0.9995279307631786,0.9861464293282475
18,0.9974139584589248,0.999213217938631,0.9852987921169739
19,0.9974567737162273,0.9990558615263572,0.9866894469167197
20,0.9976228969145613,0.999213217938631,0.9869146005509641
21,0.9962117060338685,0.9986231313926043,0.9799745708836618
22,0.9973642927604538,0.9991345397324941,0.9854444797626616
23,0.9974858880911931,0.9991345397324941,0.9863848272939182
24,0.997367717981038,0.9991738788355625,0.9852060817969909
25,0.9975629555543377,0.9991345397324941,0.9869808222080949
26,0.9971913191209514,0.9990165224232888,0.9849014621741895
27,0.9974430728338906,0.9991345397324941,0.9860537190082644
28,0.9958246561078533,0.9982297403619197,0.9796302182665819
29,0.9968162574669809,0.998859166011015,0.9830605001059547
30,0.9972358469885461,0.9990165224232888,0.9852458147912694
31,0.9969310023565517,0.9991345397324941,0.9820936639118457
32,0.9968761988272045,0.9988985051140834,0.9832591650773469
33,0.9966723982024442,0.998780487804878,0.9824777495232041
34,0.9963641283498658,0.9987018095987411,0.9806235431235432
35,0.9963572779086973,0.9986231313926043,0.9811003390548845
36,0.9966244451142654,0.9987411487018096,0.9823717948717948
37,0.9960952485340056,0.9985837922895358,0.9793388429752066
38,0.9963932427248314,0.9987018095987411,0.9808486967577876
39,0.9974259467309695,0.999213217938631,0.985391502436957
40,0.9964566093056393,0.9986624704956727,0.9816036236490782
41,0.9975629555543377,0.9990952006294257,0.9872457088366179
42,0.9975355537896641,0.9992525570416995,0.9859742530197075
43,0.9968316709596098,0.9988198269079465,0.983444585717313
44,0.9958075300049323,0.9980723839496459,0.9805573214664124
45,0.9962956239381816,0.9985837922895358,0.9808884297520661
46,0.9963932427248314,0.9987018095987411,0.9808486967577876
47,0.995735600372664,0.9980723839496459,0.9800010595465141
48,0.9950385679837781,0.9977970102281668,0.9764648230557321
49,0.9947439990135365,0.9976789929189614,0.9749814579360034
50,0.9962048555927002,0.9986231313926043,0.9799215935579572
51,0.9949734887926782,0.9976003147128245,0.9772859716041534
52,0.9944888200800132,0.9974822974036192,0.9743324856961221
53,0.9939270839042035,0.9971282454760031,0.972372324645052
54,0.994786814270839,0.9977970102281668,0.9745179063360881
55,0.9957218994903272,0.9982297403619197,0.9788355583810129
56,0.9952098290129885,0.9979543666404406,0.9767297096842551
57,0.9963658409601578,0.9984657749803304,0.9822261072261073
58,0.9942935825067134,0.9974036191974823,0.973352405170587
59,0.9947234476900313,0.9976003147128245,0.9753522992159356
60,0.9928841042363128,0.9963414634146341,0.9696042593769867
61,0.9920980161122376,0.9958693941778127,0.9667037507946599
62,0.9970200580917411,0.9989378442171518,0.9841068022886205
63,0.9943723625801502,0.997285601888277,0.9747563043017589
64,0.9937541102647011,0.9969315499606609,0.9723590803136257
65,0.994069230558448,0.9969708890637293,0.9745311506675143
66,0.9938123390146325,0.9967741935483871,0.9738689340962068
67,0.9922076231709323,0.995633359559402,0.9691407077770714
68,0.9921425439798323,0.995712037765539,0.9681076499258318
69,0.9950419932043624,0.9977970102281668,0.9764913117185845
70,0.9922675645311558,0.9959480723839497,0.9674851663488027
71,0.9946857702636049,0.9976003147128245,0.9750609239245603
