epoch,TRA,DET,LNK
0,0.9901353647174878,0.9940204563335956,0.9639754185208731
1,0.9982856770976051,0.9997639653815893,0.9883317440135622
2,0.9986025100016441,0.9998426435877262,0.9902521720703539
3,0.9984946155532416,0.9996459480723839,0.9907422123331214
4,0.9988251493396175,0.9996459480723839,0.9932983682983683
5,0.9979037650024661,0.998780487804878,0.9920004238186056
6,0.9990083986408724,0.9997639653815893,0.9939208518753974
7,0.9974122458486326,0.9986231313926043,0.9892588472133926
8,0.9986932783471255,0.9994885916601102,0.9933381012926468
9,0.9982411492300104,0.9991738788355625,0.9919606908243271
10,0.9987532197073492,0.9995279307631786,0.993536766264039
11,0.9978164218775689,0.9990558615263572,0.9894707565162111
12,0.9980990025757659,0.9992918961447679,0.9900667514303878
13,0.9984706390091522,0.9993312352478364,0.9926758847213393
14,0.997701676987998,0.9989771833202203,0.9891131595677051
15,0.9977821696717268,0.9990952006294257,0.9889409832591651
16,0.9975800816572588,0.9990558615263572,0.9876430387794024
17,0.9976057708116403,0.9989771833202203,0.9883714770078407
18,0.9977376418041322,0.9990952006294257,0.9885966306420851
19,0.9978232723187374,0.9991738788355625,0.9887290739563467
20,0.996984093275607,0.9987018095987411,0.9854179910998093
21,0.9978540993039952,0.9992525570416995,0.9884376986649714
22,0.9975081520249904,0.9990558615263572,0.9870867768595041
23,0.9977085274291665,0.9990165224232888,0.9889012502648866
24,0.9976228969145613,0.9989771833202203,0.9885039203221021
25,0.9980322107743739,0.9993705743509048,0.9890204492477219
26,0.9959034361812901,0.9978756884343037,0.9826234371688917
27,0.9969447032388886,0.998780487804878,0.9845835982199619
28,0.9974225215103852,0.9987411487018096,0.9885436533163806
29,0.9972546857017592,0.9988985051140834,0.986186162322526
30,0.9980424864361265,0.9993312352478364,0.9893648018648019
31,0.9971896065106592,0.9987411487018096,0.9867424242424242
32,0.9972272839370856,0.9988985051140834,0.9859742530197075
33,0.9971142516578068,0.9988198269079465,0.9856299004026277
34,0.9968813366580808,0.9985837922895358,0.9854179910998093
35,0.9973471666575328,0.998780487804878,0.987696016105107
36,0.9975389790102482,0.9990558615263572,0.9873251748251748
37,0.9967546034964652,0.998426435877262,0.9854974570883662
38,0.9966090316216364,0.9985051140833989,0.9838419156600975
39,0.9957133364388666,0.9980330448465775,0.9800937698664971
40,0.9970217707020332,0.9986231313926043,0.9862391396482305
41,0.9970200580917411,0.9988198269079465,0.9849014621741895
42,0.9968796240477886,0.9987018095987411,0.9846100868828142
43,0.9955283745273196,0.9979150275373722,0.979458041958042
44,0.9970731490107962,0.9989378442171518,0.9845173765628311
45,0.9971707677974462,0.9985444531864673,0.9879211697393515
46,0.9975030141941141,0.9989378442171518,0.9878417037507946
47,0.9972735244149723,0.9990165224232888,0.9855371900826446
48,0.9962904861073053,0.998347757671125,0.9824380165289256
49,0.9963881048939551,0.9985444531864673,0.9818685102776011
50,0.9959394009974243,0.9981904012588513,0.980782475100657
51,0.9973214775031513,0.998859166011015,0.9869675778766688
52,0.9968419466213624,0.9986624704956727,0.9845835982199619
53,0.996869348386036,0.9984657749803304,0.9861199406653952
54,0.9970406094152463,0.998780487804878,0.9853252807798263
55,0.9966090316216364,0.998426435877262,0.9843716889171434
56,0.9971176768783909,0.9989771833202203,0.984596842551388
57,0.9961140872472187,0.998426435877262,0.9805440771349863
58,0.9961260755192635,0.9982297403619197,0.9819612205975843
59,0.995819518276977,0.9981117230527145,0.9803851451578725
60,0.9962219816956212,0.998347757671125,0.9819082432718796
61,0.9961877294897792,0.9981904012588513,0.9827029031574486
62,0.9953434126157724,0.9979543666404406,0.9777627675354948
63,0.9970046445991122,0.9987018095987411,0.9855769230769231
64,0.9966775360333205,0.9986231313926043,0.9835770290315745
65,0.9960198936811531,0.9980330448465775,0.982464505191778
66,0.9966484216583548,0.9985837922895358,0.9836167620258529
67,0.9962322573573739,0.9982297403619197,0.9827823691460055
68,0.996317887871979,0.9982297403619197,0.983444585717313
69,0.9961209376883872,0.9981510621557829,0.9824512608603517
70,0.9956225680933852,0.9979150275373722,0.9801864801864801
71,0.9962784978352606,0.9983084185680566,0.9826101928374655
72,0.9954975475420617,0.9977576711250984,0.9802791905064633
73,0.9937678111470378,0.9967741935483871,0.9735245814791269
74,0.9950282923220255,0.9975216365066877,0.9782395634668362
75,0.9942319285361977,0.9971282454760031,0.9747298156389066
76,0.9944922453005973,0.997285601888277,0.9756834075015893
77,0.9946395297857182,0.9974822974036192,0.9754979868616233
78,0.9952372307776621,0.9977576711250984,0.9782660521296885
79,0.9939424973968324,0.9969708890637293,0.9735510701419793
80,0.9950779580204965,0.997639653815893,0.9778289891926255
81,0.994769688167918,0.9973642800944138,0.9772992159355796
82,0.9930074121773442,0.9963021243115657,0.9708227378681924
83,0.9940623801172795,0.9971282454760031,0.9734186268277177
84,0.994185688058311,0.9970102281667979,0.9751668785759695
85,0.994553899271113,0.9974822974036192,0.9748357702903158
86,0.9941617115142215,0.9969708890637293,0.9752463445645264
87,0.9949717761823862,0.9976003147128245,0.9772727272727273
88,0.9940760809996164,0.9969708890637293,0.9745841279932189
89,0.9939356469556639,0.9968135326514556,0.9745576393303667
90,0.9948399051898942,0.9974822974036192,0.9770475736384827
91,0.9941959637200636,0.9970495672698663,0.9749814579360034
92,0.9947765386090864,0.9974429583005507,0.9768224200042381
93,0.9944922453005973,0.99720692368214,0.9762131807586353
94,0.9946566558886393,0.9973249409913454,0.9766899766899767
95,0.9945556118814052,0.9973249409913454,0.9759085611358339
96,0.9946583684989313,0.9974036191974823,0.9761734477643569
97,0.9945590371019893,0.9973249409913454,0.9759350497986862
98,0.9944939579108895,0.997285601888277,0.9756966518330155
99,0.9942935825067134,0.9970889063729347,0.9754714981987709
